codigo_imovel,referencia,provedor,status_imovel,url_cadastro,pontos_fortes_atuais,data_hora_conferencia
"4233058","1210","cordial","true","https://www.cordialimoveis.com/imovel/4233058","Ag. Bianca/Felipe<br />==>Casa esta financiada, financiamento em dia, entregam o imÃ³vel quitado mediante valor de entrada.<br />ProprietÃ¡rios aceitam propostas e carro no negÃ³cio.<br />EstÃ¡ locada atualmente, por R$1.000,00<br />Visitas apenas apÃ³s 18 ou sÃ¡bado Ã  tarde.","2026-09-18T04:34:32-03:00"
"4230794","1208","cordial","true","https://www.cordialimoveis.com/imovel/4230794","ag Ricardo","2026-09-18T04:34:32-03:00"
"4228699","1207","cordial","true","https://www.cordialimoveis.com/imovel/4228699","ComissÃ£o 10% - R$300,00<br /> Sobre os mÃ³veis, encaminhar para a DÃ©bora","2026-09-18T04:34:33-03:00"
"4227660","1206","cordial","true","https://www.cordialimoveis.com/imovel/4227660","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:34:34-03:00"
"4226511","1205","cordial","true","https://www.cordialimoveis.com/imovel/4226511","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:34:35-03:00"
"4221076","1202","cordial","true","https://www.cordialimoveis.com/imovel/4221076","","2026-09-18T04:34:36-03:00"
"4220872","1201","cordial","true","https://www.cordialimoveis.com/imovel/4220872","Ag Bruna W<br /> ComissÃ£o 6%","2026-09-18T04:34:36-03:00"
"4218270","1200","cordial","true","https://www.cordialimoveis.com/imovel/4218270","comissÃ£o de 6%<br /> SÃ³ contrato de compra e venda(Ã¡rea rural)<br /> Ag: Felipe Fleck","2026-09-18T04:34:37-03:00"
"4218267","1199","cordial","true","https://www.cordialimoveis.com/imovel/4218267","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:35:21-03:00"
"4206435","1196","cordial","true","https://www.cordialimoveis.com/imovel/4206435","Ag. Bianca<br />Valor IPTU anual R$ 1.305,00","2026-09-18T04:35:24-03:00"
"4204787","1195","cordial","true","https://www.cordialimoveis.com/imovel/4204787","","2026-09-18T04:35:24-03:00"
"4203113","1193","cordial","true","https://www.cordialimoveis.com/imovel/4203113","comissÃ£o 80 mil","2026-09-18T04:35:25-03:00"
"4194591","1191","cordial","true","https://www.cordialimoveis.com/imovel/4194591","tem negociaÃ§Ã£o","2026-09-18T04:35:26-03:00"
"4194381","1189","cordial","true","https://www.cordialimoveis.com/imovel/4194381","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:35:27-03:00"
"4191109","1187","cordial","true","https://www.cordialimoveis.com/imovel/4191109","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:35:28-03:00"
"4179777","1184","cordial","true","https://www.cordialimoveis.com/imovel/4179777","","2026-09-18T04:35:29-03:00"
"4160156","1182","cordial","true","https://www.cordialimoveis.com/imovel/4160156","Ag. Ricardo Carpenedo Caetano<br />Apto esta alugado por R$1.100,00","2026-09-18T04:35:29-03:00"
"4158688","1181","cordial","true","https://www.cordialimoveis.com/imovel/4158688","","2026-09-18T04:35:30-03:00"
"4158168","1180","cordial","true","https://www.cordialimoveis.com/imovel/4158168","Ag. Ricardo Carpenedo Caetano","2026-09-18T04:35:31-03:00"
"4155495","1179","cordial","true","https://www.cordialimoveis.com/imovel/4155495","ComissÃ£o 6%<br /> Ag: Ricardo C.<br /> No terreno tem uma casa que esta<br /> alugada por R$800,00","2026-09-18T04:35:32-03:00"
"4140816","1177","cordial","true","https://www.cordialimoveis.com/imovel/4140816","","2026-09-18T04:35:33-03:00"
"4139850","1175","cordial","true","https://www.cordialimoveis.com/imovel/4139850","Ag. Pablo Backes<br />PreferÃªncia de venda apÃ³s finalizado. Contatar proprietÃ¡rio para verificar valor.","2026-09-18T04:35:33-03:00"
"4139467","1174","cordial","true","https://www.cordialimoveis.com/imovel/4139467","Ag Ricardo C.<br /> ComissÃ£o 6%","2026-09-18T04:35:34-03:00"
"4139395","1173","cordial","true","https://www.cordialimoveis.com/imovel/4139395","Ag Ricardo C.<br /> ComissÃ£o 6%<br /> Contato cadatrado Ã© do Sean que Ã© o<br /> jÃºrÃ­dico dos proprietÃ¡rios, ele que esta<br /> intermediando a negociaÃ§Ã£o.","2026-09-18T04:35:35-03:00"
"4125990","1170","cordial","true","https://www.cordialimoveis.com/imovel/4125990","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:35:36-03:00"
"4124855","1169","cordial","true","https://www.cordialimoveis.com/imovel/4124855","possibilidade de parcelar 300.000 com a macro (12x25.000)","2026-09-18T04:35:38-03:00"
"4122136","1168","cordial","true","https://www.cordialimoveis.com/imovel/4122136","","2026-09-18T04:35:39-03:00"
"4121353","1166","cordial","true","https://www.cordialimoveis.com/imovel/4121353","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:35:40-03:00"
"4118741","1165","cordial","true","https://www.cordialimoveis.com/imovel/4118741","Ag: Ricardo C.<br /> ComissÃ£o 6%","2026-09-18T04:36:22-03:00"
"4118675","1164","cordial","true","https://www.cordialimoveis.com/imovel/4118675","andamento, com potencial tanto para continuidade quanto para novos projetos.<br /> Valor do ImÃ³vel R$ 665.000,00.<br /><br />Ag Ricardo C.<br /> ComissÃ£o R$50.000,00","2026-09-18T04:36:26-03:00"
"4116120","1163","cordial","true","https://www.cordialimoveis.com/imovel/4116120","valor da locaÃ§Ã£o 3.800<br />Condominio na casa dos 300,00 com opÃ§Ã£o de ter secretaria, pago a parte","2026-09-18T04:36:27-03:00"
"4116116","1162","cordial","true","https://www.cordialimoveis.com/imovel/4116116","valor da locaÃ§Ã£o 2.900<br />Condominio na casa dos 300,00 com opÃ§Ã£o de ter secretaria, pago a parte","2026-09-18T04:36:28-03:00"
"4097020","1152","cordial","true","https://www.cordialimoveis.com/imovel/4097020","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:36:28-03:00"
"4096275","1149","cordial","true","https://www.cordialimoveis.com/imovel/4096275","ComissÃ£o de 10%<br /> Ag: Felipe Fleck","2026-09-18T04:36:29-03:00"
"4095718","1148","cordial","true","https://www.cordialimoveis.com/imovel/4095718","","2026-09-18T04:36:30-03:00"
"4095702","1147","cordial","true","https://www.cordialimoveis.com/imovel/4095702","","2026-09-18T04:36:31-03:00"
"4086143","1144","cordial","true","https://www.cordialimoveis.com/imovel/4086143","Tem negociaÃ§Ã£o","2026-09-18T04:36:32-03:00"
"4080001","1142","cordial","true","https://www.cordialimoveis.com/imovel/4080001","comissÃ£o 6%<br /> Ag: Felipe Fleck<br /> Apto alugado pela Singular","2026-09-18T04:36:32-03:00"
"4076290","1141","cordial","true","https://www.cordialimoveis.com/imovel/4076290","Ag Ricardo C.","2026-09-18T04:36:33-03:00"
"4074428","1140","cordial","true","https://www.cordialimoveis.com/imovel/4074428","Ag Ricardo C.","2026-09-18T04:36:34-03:00"
"4071671","1139","cordial","true","https://www.cordialimoveis.com/imovel/4071671","Valor de R$3.500.000<br /> comissÃ£o de 3%<br /> Ag: Felipe Fleck","2026-09-18T04:36:35-03:00"
"4062517","1138","cordial","true","https://www.cordialimoveis.com/imovel/4062517","comissÃ£o de 6%<br /> Ag: Felipe Fleck<br /> falta averbar o festeiro","2026-09-18T04:36:36-03:00"
"4054477","1134","cordial","true","https://www.cordialimoveis.com/imovel/4054477","Ag. Ricardo Carpenedo Caetano<br /> ComissÃ£o 6%<br /> ProprietÃ¡rio aceita propostas e carro<br /> 10,50 x 19,42m com a calÃ§ada","2026-09-18T04:36:36-03:00"
"4052988","1133","cordial","true","https://www.cordialimoveis.com/imovel/4052988","","2026-09-18T04:36:37-03:00"
"4049220","1132","cordial","true","https://www.cordialimoveis.com/imovel/4049220","Iptu em torno de R$930,00 por ano<br />CondomÃ­nio em torno de R$400,00 reais","2026-09-18T04:36:38-03:00"
"4049161","1131","cordial","true","https://www.cordialimoveis.com/imovel/4049161","299.000 apartamento +30.000 garagem + 39.500 mÃ³veis","2026-09-18T04:36:39-03:00"
"4045347","1129","cordial","true","https://www.cordialimoveis.com/imovel/4045347","Liberado para reservas(quando chegar a 10, a obra inicia)","2026-09-18T04:36:41-03:00"
"4042307","1126","cordial","true","https://www.cordialimoveis.com/imovel/4042307","valor=1.500.000","2026-09-18T04:36:42-03:00"
"4037458","1124","cordial","true","https://www.cordialimoveis.com/imovel/4037458","ag Bruna<br />
Comiss&atilde;o 6%","2026-09-18T04:37:23-03:00"
"4033832","1121","cordial","true","https://www.cordialimoveis.com/imovel/4033832","ag Bruna","2026-09-18T04:37:28-03:00"
"4024582","1120","cordial","true","https://www.cordialimoveis.com/imovel/4024582","","2026-09-18T04:37:29-03:00"
"4016281","1118","cordial","true","https://www.cordialimoveis.com/imovel/4016281","comissÃ£o de 10.000<br /> Ag: Felipe Fleck","2026-09-18T04:37:29-03:00"
"4016059","1117","cordial","true","https://www.cordialimoveis.com/imovel/4016059","comissÃ£o de 10.000<br /> Ag: Felipe Fleck","2026-09-18T04:37:30-03:00"
"4009483","1112","cordial","true","https://www.cordialimoveis.com/imovel/4009483","Ag. Ricardo C.","2026-09-18T04:37:31-03:00"
"4005072","1110","cordial","true","https://www.cordialimoveis.com/imovel/4005072","Ag. Ricardo Carpenedo Caetano<br /> ComissÃ£o 6% - 180.000 proprietÃ¡rio<br /> Apto nÂ° 1 - tÃ©rreo","2026-09-18T04:37:32-03:00"
"3994314","1108","cordial","true","https://www.cordialimoveis.com/imovel/3994314","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:37:33-03:00"
"3994225","1107","cordial","true","https://www.cordialimoveis.com/imovel/3994225","","2026-09-18T04:37:33-03:00"
"3991027","1104","cordial","true","https://www.cordialimoveis.com/imovel/3991027","comiss&atilde;o de 6%<br />
Ag: Felipe Fleck","2026-09-18T04:37:34-03:00"
"3987397","1103","cordial","true","https://www.cordialimoveis.com/imovel/3987397","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:37:35-03:00"
"3987124","1102","cordial","true","https://www.cordialimoveis.com/imovel/3987124","","2026-09-18T04:37:36-03:00"
"3969608","1101","cordial","true","https://www.cordialimoveis.com/imovel/3969608","ag Bruna<br /> 6% comissÃ£o","2026-09-18T04:37:37-03:00"
"3966026","1098","cordial","true","https://www.cordialimoveis.com/imovel/3966026","ag Bruna<br />Visitas perÃ­odo da tarde, faxineira tem as chaves e trabalha na mesma rua todas as tardes, combinar com proprietÃ¡ria","2026-09-18T04:37:37-03:00"
"3961312","1096","cordial","true","https://www.cordialimoveis.com/imovel/3961312","Quadra 2000 - Lote 12","2026-09-18T04:37:38-03:00"
"3960037","1095","cordial","true","https://www.cordialimoveis.com/imovel/3960037","comissÃ£o de 6%<br /> Precisa regularizar<br /> Ag: Felipe Fleck/Roberto Carpenedo","2026-09-18T04:37:39-03:00"
"3956669","1094","cordial","true","https://www.cordialimoveis.com/imovel/3956669","ComissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:37:40-03:00"
"3956658","1093","cordial","true","https://www.cordialimoveis.com/imovel/3956658","comissÃ£o de 6%<br /> Ag: Felipe fleck","2026-09-18T04:37:41-03:00"
"3956547","1091","cordial","true","https://www.cordialimoveis.com/imovel/3956547","","2026-09-18T04:37:43-03:00"
"3944947","1089","cordial","true","https://www.cordialimoveis.com/imovel/3944947","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:37:44-03:00"
"3944683","1088","cordial","true","https://www.cordialimoveis.com/imovel/3944683","comissÃ£o de 4%<br /> Ag: Felipe Fleck<br /><br /> 101- TORRE A Garden 71,01 1 VAGA R$ 282.500,00 DISPONÃVEL<br /> 102 - TORRE A Garden 64,45 1 VAGA R$ 274.500,00 DISPONÃVEL<br /> 103 - TORRE A Garden 64,74 1 VAGA R$ 279.500,00 DISPONÃVEL<br /> 201 - TORRE A 2 DormitÃ³rios 50,38 1 VAGA R$ 267.500,00 DISPONÃVEL<br /> 202 - TORRE A 2 DormitÃ³rios 47,78 1 VAGA R$ 262.500,00 DISPONÃVEL<br /> 203 - TORRE A 2 DormitÃ³rios 48,07 1 VAGA R$ 265.000,00 DISPONÃVEL<br /> 101 - TORRE B Garden 71,29 1 VAGA R$ 282.500,00 DISPONÃVEL<br /> 102 - TORRE B Garden 64,71 1 VAGA - VENDIDA<br /> 103 - TORRE B Garden 63,94 1 VAGA R$ 279.500,00 DISPONÃVEL<br /> 201 - TORRE B 2 DormitÃ³rios 50,38 1 VAGA R$ 267.500,00 DISPONÃVEL<br /> 202 - TORRE B 2 DormitÃ³rios 47,78 1 VAGA R$ 262.500,00 DISPONÃVEL","2026-09-18T04:38:24-03:00"
"3939269","1087","cordial","true","https://www.cordialimoveis.com/imovel/3939269","Valor do imÃ³el R$1.900.000","2026-09-18T04:38:30-03:00"
"3937809","1086","cordial","true","https://www.cordialimoveis.com/imovel/3937809","Ag. Ricardo C.<br /> comissÃ£o 6% - R$8.000,00<br /> Quadra 1481 - Lote 14","2026-09-18T04:38:31-03:00"
"3932866","1085","cordial","true","https://www.cordialimoveis.com/imovel/3932866","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:38:31-03:00"
"3932358","1084","cordial","true","https://www.cordialimoveis.com/imovel/3932358","Ag. Ricardo Carpenedo Caetano<br /> ComissÃ£o 10% - R$700,00<br /> Tem negociaÃ§Ã£o no valor","2026-09-18T04:38:32-03:00"
"3926380","1081","cordial","true","https://www.cordialimoveis.com/imovel/3926380","Ag. Ricardo C.","2026-09-18T04:38:33-03:00"
"3919959","1080","cordial","true","https://www.cordialimoveis.com/imovel/3919959","Ag. Ricardo Carpenedo Caetano<br /> ComissÃ£o 6%<br /> Apto alugado por R$1.050,00","2026-09-18T04:38:34-03:00"
"3918594","1079","cordial","true","https://www.cordialimoveis.com/imovel/3918594","","2026-09-18T04:38:35-03:00"
"3910119","1074","cordial","true","https://www.cordialimoveis.com/imovel/3910119","Ag. Ricardo Carpenedo Caetano<br /> ComissÃ£o 6%","2026-09-18T04:38:35-03:00"
"3904294","1073","cordial","true","https://www.cordialimoveis.com/imovel/3904294","Ag. Roberto<br /> Parceria, comissÃ£o 3%<br /> Valor negociÃ¡vel pode baixar apoximadamente R$ 100.000,00","2026-09-18T04:38:36-03:00"
"3903154","1072","cordial","true","https://www.cordialimoveis.com/imovel/3903154","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:38:37-03:00"
"3902286","1071","cordial","true","https://www.cordialimoveis.com/imovel/3902286","","2026-09-18T04:38:38-03:00"
"3900183","1070","cordial","true","https://www.cordialimoveis.com/imovel/3900183","","2026-09-18T04:38:39-03:00"
"3899468","1069","cordial","true","https://www.cordialimoveis.com/imovel/3899468","Ag. Roberto","2026-09-18T04:38:40-03:00"
"3897461","1068","cordial","true","https://www.cordialimoveis.com/imovel/3897461","","2026-09-18T04:38:40-03:00"
"3897443","1067","cordial","true","https://www.cordialimoveis.com/imovel/3897443","Chave pegar com o Felipe(proprietÃ¡rio)","2026-09-18T04:38:41-03:00"
"3896689","1066","cordial","true","https://www.cordialimoveis.com/imovel/3896689","Ag. Roberto","2026-09-18T04:38:42-03:00"
"3893639","1063","cordial","true","https://www.cordialimoveis.com/imovel/3893639","","2026-09-18T04:38:43-03:00"
"3892881","1062","cordial","true","https://www.cordialimoveis.com/imovel/3892881","Ag. Roberto<br />Aluguel atual R$ 5.200,00 corrigido pelo IGPM","2026-09-18T04:38:45-03:00"
"3889232","1061","cordial","true","https://www.cordialimoveis.com/imovel/3889232","","2026-09-18T04:38:46-03:00"
"3885248","1059","cordial","true","https://www.cordialimoveis.com/imovel/3885248","","2026-09-18T04:39:25-03:00"
"3882703","1054","cordial","true","https://www.cordialimoveis.com/imovel/3882703","","2026-09-18T04:39:32-03:00"
"3877955","1051","cordial","true","https://www.cordialimoveis.com/imovel/3877955","Ag. Roberto<br /> Parceira com a resposavel pelo imÃ³vel, 3%","2026-09-18T04:39:33-03:00"
"3871927","1047","cordial","true","https://www.cordialimoveis.com/imovel/3871927","ProprietÃ¡rtio aceita carro, e consigue parcelar um tanto direto com correÃ§Ã£o do cub SC, com uma entrada de 50%","2026-09-18T04:39:33-03:00"
"3871629","1046","cordial","true","https://www.cordialimoveis.com/imovel/3871629","","2026-09-18T04:39:34-03:00"
"3871195","1045","cordial","true","https://www.cordialimoveis.com/imovel/3871195","","2026-09-18T04:39:35-03:00"
"3866618","1042","cordial","true","https://www.cordialimoveis.com/imovel/3866618","**Apartamento locado, antes das visitas verificar a parte econÃ´mica!!!","2026-09-18T04:39:36-03:00"
"3865417","1040","cordial","true","https://www.cordialimoveis.com/imovel/3865417","comissÃ£o de 6%<br /> mobiliado 430, 440&#8230; dependendo do que fica (valores com comissÃ£o inclusa jÃ¡)<br /> Ag: Felipe Fleck","2026-09-18T04:39:37-03:00"
"3863851","1039","cordial","true","https://www.cordialimoveis.com/imovel/3863851","Ag: Felipe Fleck<br /> ComissÃ£o de 6%<br /> NÃ£o aceita veiculo, nem terreno","2026-09-18T04:39:38-03:00"
"3855057","1036","cordial","true","https://www.cordialimoveis.com/imovel/3855057","ComissÃ£o 6%<br /> Agenciamento Roberto","2026-09-18T04:39:38-03:00"
"3854915","1035","cordial","true","https://www.cordialimoveis.com/imovel/3854915","Ag. Pablo Backes<br /> ComissÃ£o R$ 35.000,00<br /> Lote FR05 Quadra 57-A","2026-09-18T04:39:39-03:00"
"3853932","1034","cordial","true","https://www.cordialimoveis.com/imovel/3853932","","2026-09-18T04:39:40-03:00"
"3853931","1033","cordial","true","https://www.cordialimoveis.com/imovel/3853931","","2026-09-18T04:39:41-03:00"
"3848719","1028","cordial","true","https://www.cordialimoveis.com/imovel/3848719","comissÃ£o de 15.000<br /> Ag: Ricardo/Felipe","2026-09-18T04:39:42-03:00"
"3829744","1024","cordial","true","https://www.cordialimoveis.com/imovel/3829744","","2026-09-18T04:39:42-03:00"
"3826951","1023","cordial","true","https://www.cordialimoveis.com/imovel/3826951","","2026-09-18T04:39:43-03:00"
"3826937","1022","cordial","true","https://www.cordialimoveis.com/imovel/3826937","comissÃ£o de 9.000<br /> Ag: Felipe Fleck","2026-09-18T04:39:44-03:00"
"3825724","1020","cordial","true","https://www.cordialimoveis.com/imovel/3825724","","2026-09-18T04:39:45-03:00"
"3823273","1019","cordial","true","https://www.cordialimoveis.com/imovel/3823273","Ag Ricardo C.<br /> comissÃ£o 6%<br /> Negocia","2026-09-18T04:39:46-03:00"
"3822566","1018","cordial","true","https://www.cordialimoveis.com/imovel/3822566","para proprietÃ¡ria 900.000","2026-09-18T04:39:48-03:00"
"3813085","1016","cordial","true","https://www.cordialimoveis.com/imovel/3813085","Aceita carro - caminhÃ£o - parcelamento<br />Possibilidade de venda do CNPJ e como parte do pagamento pode ser feito com credores deste CNPJ.","2026-09-18T04:40:27-03:00"
"3787530","1009","cordial","true","https://www.cordialimoveis.com/imovel/3787530","","2026-09-18T04:40:33-03:00"
"3779094","1008","cordial","true","https://www.cordialimoveis.com/imovel/3779094","Avalia permuta por casa/terreno nos Bairro TimbaÃºva e/ou Guia Lopes, tambÃ©m aceita carro.<br /> comissÃ£o 6%","2026-09-18T04:40:34-03:00"
"3770207","1007","cordial","true","https://www.cordialimoveis.com/imovel/3770207","==> Reservamos o direito de corrigir eventuais erros de digitaÃ§Ã£o.","2026-09-18T04:40:35-03:00"
"3749632","1000","cordial","true","https://www.cordialimoveis.com/imovel/3749632","Ag Ricardo C.<br /> ComissÃ£o 6%","2026-09-18T04:40:36-03:00"
"3735037","996","cordial","true","https://www.cordialimoveis.com/imovel/3735037","","2026-09-18T04:40:37-03:00"
"3726910","995","cordial","true","https://www.cordialimoveis.com/imovel/3726910","comissÃ£o de 6%<br /> Ag: Felipe Fleck<br /> proprietÃ¡rio aceita veÃ­culo na troca.<br /> Se for pago a vista tem desconto!","2026-09-18T04:40:37-03:00"
"3725565","994","cordial","true","https://www.cordialimoveis.com/imovel/3725565","comissÃ£o 6%<br /> Ag: Felipe Fleck","2026-09-18T04:40:38-03:00"
"3722593","992","cordial","true","https://www.cordialimoveis.com/imovel/3722593","comissÃ£o de 6%<br /> 380.000 para a proprietÃ¡ria<br /> Ag: Felipe Fleck","2026-09-18T04:40:39-03:00"
"3718471","990","cordial","true","https://www.cordialimoveis.com/imovel/3718471","","2026-09-18T04:40:40-03:00"
"3714240","988","cordial","true","https://www.cordialimoveis.com/imovel/3714240","5%(2,5 cada imobiliaria)","2026-09-18T04:40:41-03:00"
"3706231","985","cordial","true","https://www.cordialimoveis.com/imovel/3706231","","2026-09-18T04:40:41-03:00"
"3706171","984","cordial","true","https://www.cordialimoveis.com/imovel/3706171","","2026-09-18T04:40:42-03:00"
"3705280","983","cordial","true","https://www.cordialimoveis.com/imovel/3705280","comissÃ£o de 4%<br /> Ag: Felipe Fleck","2026-09-18T04:40:43-03:00"
"3704941","981","cordial","true","https://www.cordialimoveis.com/imovel/3704941","02 unidades disponÃ­veis","2026-09-18T04:40:44-03:00"
"3701862","978","cordial","true","https://www.cordialimoveis.com/imovel/3701862","ComissÃ£o 6% - 18 mil<br /> sÃ³ contrato de compra e venda<br /> Ag: Felipe","2026-09-18T04:40:45-03:00"
"3700290","977","cordial","true","https://www.cordialimoveis.com/imovel/3700290","","2026-09-18T04:40:46-03:00"
"3694439","976","cordial","true","https://www.cordialimoveis.com/imovel/3694439","800.000 para o proprietÃ¡rio","2026-09-18T04:40:46-03:00"
"3693211","975","cordial","true","https://www.cordialimoveis.com/imovel/3693211","comissÃ£o de 6%<br /> Ag: Felipe/Bianca","2026-09-18T04:40:47-03:00"
"3683592","973","cordial","true","https://www.cordialimoveis.com/imovel/3683592","comissÃ£o de 6%<br /> Ag: Felipe Fleck<br /> Atualizado 12/05/2026<br /> valor 1.100.000,00 sem envolver troca<br /> Envolvendo troca 1.250.000,00<br /> Aceitam casa, pegam a diferenÃ§a<br /> Ou imÃ³vel de menor valor","2026-09-18T04:40:49-03:00"
"3682731","972","cordial","true","https://www.cordialimoveis.com/imovel/3682731","Ag Ricardo C.","2026-09-18T04:41:28-03:00"
"3681036","969","cordial","true","https://www.cordialimoveis.com/imovel/3681036","comissÃ£o de 6%<br /> falta averbar garagem e sala de estar<br /> Ag: Felipe Fleck","2026-09-18T04:41:35-03:00"
"3677922","968","cordial","true","https://www.cordialimoveis.com/imovel/3677922","","2026-09-18T04:41:35-03:00"
"3670509","965","cordial","true","https://www.cordialimoveis.com/imovel/3670509","comissÃ£o de 6%<br /> Ag: Felipe<br /> proprietÃ¡rio aceita propostas","2026-09-18T04:41:36-03:00"
"3665087","964","cordial","true","https://www.cordialimoveis.com/imovel/3665087","ImÃ³vel em construÃ§Ã£o, pode ser adaptado ao novo inquilino<br /> comissÃ£o de 10%<br /> Ag: Felipe Fleck","2026-09-18T04:41:37-03:00"
"3648646","957","cordial","true","https://www.cordialimoveis.com/imovel/3648646","Ag. Ricardo C. / Bianca<br />IPTU 7x de R$40,00","2026-09-18T04:41:38-03:00"
"3647450","955","cordial","true","https://www.cordialimoveis.com/imovel/3647450","","2026-09-18T04:41:39-03:00"
"3646895","954","cordial","true","https://www.cordialimoveis.com/imovel/3646895","","2026-09-18T04:41:39-03:00"
"3646703","952","cordial","true","https://www.cordialimoveis.com/imovel/3646703","","2026-09-18T04:41:40-03:00"
"3645719","951","cordial","true","https://www.cordialimoveis.com/imovel/3645719","comissÃ£o de 6%<br /> 350.000 proprietÃ¡ria<br /> Ag: Felipe Fleck","2026-09-18T04:41:41-03:00"
"3642200","948","cordial","true","https://www.cordialimoveis.com/imovel/3642200","==> Recebem apto de menor valor do negÃ³cio","2026-09-18T04:41:42-03:00"
"3640098","947","cordial","true","https://www.cordialimoveis.com/imovel/3640098","","2026-09-18T04:41:43-03:00"
"3631338","943","cordial","true","https://www.cordialimoveis.com/imovel/3631338","Ag Roberto Caetano","2026-09-18T04:41:43-03:00"
"3630878","942","cordial","true","https://www.cordialimoveis.com/imovel/3630878","comissÃ£o de 3%<br /> Ag: Felipe Fleck","2026-09-18T04:41:44-03:00"
"3627310","939","cordial","true","https://www.cordialimoveis.com/imovel/3627310","comissÃ£o de 30.000<br /> Ag: Felipe Fleck","2026-09-18T04:41:45-03:00"
"3623538","936","cordial","true","https://www.cordialimoveis.com/imovel/3623538","Ag. RIcardo C. / Bianca<br />280.000 para a proprietÃ¡ria","2026-09-18T04:41:46-03:00"
"3622425","935","cordial","true","https://www.cordialimoveis.com/imovel/3622425","comissÃ£o de 6%<br /> Falta averbar a garagem, aceita terreno<br /> Ag: Felipe Fleck","2026-09-18T04:41:47-03:00"
"3617976","934","cordial","true","https://www.cordialimoveis.com/imovel/3617976","Ag. Bianca H<br /> 78.000,00 para o proprietÃ¡rio<br /> 6% de comissÃ£o","2026-09-18T04:41:48-03:00"
"3613652","931","cordial","true","https://www.cordialimoveis.com/imovel/3613652","ComissÃ£o 6%<br /> R$89.000,00<br /> Ag: Ricardo C.","2026-09-18T04:41:48-03:00"
"3611403","929","cordial","true","https://www.cordialimoveis.com/imovel/3611403","","2026-09-18T04:41:50-03:00"
"3608695","927","cordial","true","https://www.cordialimoveis.com/imovel/3608695","Ag: Ricardo C.<br /> ComissÃ£o 6%<br /> Parceria com Perin<br /> Aceita proposta","2026-09-18T04:42:29-03:00"
"3584808","925","cordial","true","https://www.cordialimoveis.com/imovel/3584808","comissÃ£o de 10% locaÃ§Ã£o<br /> comissÃ£o de 6% para venda<br /> Ag: Felipe Fleck","2026-09-18T04:42:36-03:00"
"3581274","923","cordial","true","https://www.cordialimoveis.com/imovel/3581274","","2026-09-18T04:42:37-03:00"
"3573961","922","cordial","true","https://www.cordialimoveis.com/imovel/3573961","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:42:37-03:00"
"3542753","914","cordial","true","https://www.cordialimoveis.com/imovel/3542753","","2026-09-18T04:42:38-03:00"
"3537352","913","cordial","true","https://www.cordialimoveis.com/imovel/3537352","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:42:39-03:00"
"3505381","909","cordial","true","https://www.cordialimoveis.com/imovel/3505381","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:42:40-03:00"
"3500113","906","cordial","true","https://www.cordialimoveis.com/imovel/3500113","","2026-09-18T04:42:41-03:00"
"3490164","897","cordial","true","https://www.cordialimoveis.com/imovel/3490164","Ag: Ricardo C.<br /> ComissÃ£o R$10.000,00<br /> Quadra 1556 - Lote 10","2026-09-18T04:42:42-03:00"
"3490147","896","cordial","true","https://www.cordialimoveis.com/imovel/3490147","Quadra 1556 - Lote 09<br />PAGAMENTO A VISTA TEM DESCONTO!!","2026-09-18T04:42:42-03:00"
"3486078","894","cordial","true","https://www.cordialimoveis.com/imovel/3486078","Ag Ricardo C.<br /> Sala 202 - vaga garagem 04<br /> ComissÃ£o R$500,00","2026-09-18T04:42:43-03:00"
"3477582","890","cordial","true","https://www.cordialimoveis.com/imovel/3477582","Aceita ImÃ³vel atÃ© mÃ¡ximo 400.000 mediante avaliaÃ§Ã£o","2026-09-18T04:42:44-03:00"
"3474918","889","cordial","true","https://www.cordialimoveis.com/imovel/3474918","Ag Ricardo C.<br />Loteamento","2026-09-18T04:42:45-03:00"
"3470403","888","cordial","true","https://www.cordialimoveis.com/imovel/3470403","comissÃ£o de 6%<br /> Ag: Felipe Fleck","2026-09-18T04:42:46-03:00"
"3457761","886","cordial","true","https://www.cordialimoveis.com/imovel/3457761","Ag Ricardo C.","2026-09-18T04:42:46-03:00"
